Time,Power
2022-11-26 19:18:03.914416931,82587
2022-11-26 19:18:04.016761038,82587
2022-11-26 19:18:04.118962894,82587
2022-11-26 19:18:04.221206298,82587
2022-11-26 19:18:04.323471597,82587
2022-11-26 19:18:04.425766213,82587
2022-11-26 19:18:04.528137818,77895
2022-11-26 19:18:04.630396365,75127
2022-11-26 19:18:04.732681630,73883
2022-11-26 19:18:04.835075955,73697
2022-11-26 19:18:04.937480587,73509
2022-11-26 19:18:05.039772469,86181
2022-11-26 19:18:05.141514265,102726
2022-11-26 19:18:05.243178324,102726
2022-11-26 19:18:05.344874715,102726
2022-11-26 19:18:05.446537369,102726
2022-11-26 19:18:05.548186154,102726
2022-11-26 19:18:05.649801593,102726
2022-11-26 19:18:05.751494740,102726
2022-11-26 19:18:05.853106843,102726
2022-11-26 19:18:05.954753328,102726
2022-11-26 19:18:06.056397445,102726
2022-11-26 19:18:06.158016666,60818
2022-11-26 19:18:06.259653814,94145
2022-11-26 19:18:06.361828374,101155
2022-11-26 19:18:06.464223691,111184
2022-11-26 19:18:06.565876589,111184
2022-11-26 19:18:06.667534797,111184
2022-11-26 19:18:06.769216584,111184
2022-11-26 19:18:06.870858005,111184
2022-11-26 19:18:06.972507446,111184
2022-11-26 19:18:07.074138157,111184
2022-11-26 19:18:07.175795873,111184
2022-11-26 19:18:07.277464750,111184
2022-11-26 19:18:07.379102259,111184
2022-11-26 19:18:07.480743067,61034
2022-11-26 19:18:07.582963130,92618
2022-11-26 19:18:07.685264609,102673
2022-11-26 19:18:07.787649320,109804
2022-11-26 19:18:07.889287125,109804
2022-11-26 19:18:07.990952588,109804
2022-11-26 19:18:08.092596832,109804
2022-11-26 19:18:08.194217754,109804
2022-11-26 19:18:08.295870244,109804
2022-11-26 19:18:08.397527035,109804
2022-11-26 19:18:08.499179594,109804
2022-11-26 19:18:08.600840820,109804
2022-11-26 19:18:08.707504828,60679
2022-11-26 19:18:08.809338402,92215
2022-11-26 19:18:08.913856800,100880
2022-11-26 19:18:09.017731739,109265
2022-11-26 19:18:09.120063166,109265
2022-11-26 19:18:09.221726711,109265
2022-11-26 19:18:09.323402218,109265
2022-11-26 19:18:09.425031831,109265
2022-11-26 19:18:09.526656711,109265
2022-11-26 19:18:09.628352103,109265
2022-11-26 19:18:09.730047441,109265
2022-11-26 19:18:09.831678827,109265
2022-11-26 19:18:09.933303579,109265
2022-11-26 19:18:10.034892862,60894
2022-11-26 19:18:10.136535271,91551
2022-11-26 19:18:10.238140379,98128
2022-11-26 19:18:10.340782548,109853
2022-11-26 19:18:10.443410008,109853
2022-11-26 19:18:10.545970621,109853
2022-11-26 19:18:10.648606490,109853
2022-11-26 19:18:10.751197672,109853
2022-11-26 19:18:10.853737294,109853
2022-11-26 19:18:10.956277589,109853
2022-11-26 19:18:11.058820691,109853
2022-11-26 19:18:11.161401746,109853
2022-11-26 19:18:11.264030867,109853
2022-11-26 19:18:11.365674366,61429
2022-11-26 19:18:11.467293161,94954
2022-11-26 19:18:11.569550493,103447
2022-11-26 19:18:11.672000819,109265
2022-11-26 19:18:11.773727472,109265
2022-11-26 19:18:11.875387087,109265
2022-11-26 19:18:11.976998989,109265
2022-11-26 19:18:12.078634482,109265
2022-11-26 19:18:12.180280444,109265
2022-11-26 19:18:12.281902306,109265
2022-11-26 19:18:12.383644389,109265
2022-11-26 19:18:12.485278585,109265
2022-11-26 19:18:12.586920726,109265
2022-11-26 19:18:12.688578988,61785
2022-11-26 19:18:12.790156261,93478
2022-11-26 19:18:12.892665827,102267
2022-11-26 19:18:12.995403853,109265
2022-11-26 19:18:13.097933559,109265
2022-11-26 19:18:13.200518584,109265
2022-11-26 19:18:13.303077261,109265
2022-11-26 19:18:13.405665039,109265
2022-11-26 19:18:13.508243310,109265
2022-11-26 19:18:13.610791820,109265
2022-11-26 19:18:13.713554575,109265
2022-11-26 19:18:13.816123357,109265
2022-11-26 19:18:13.918949701,60302
2022-11-26 19:18:14.021510100,91551
2022-11-26 19:18:14.123714074,100319
2022-11-26 19:18:14.230043088,110118
2022-11-26 19:18:14.332685684,110118
2022-11-26 19:18:14.435255713,110118
2022-11-26 19:18:14.537826868,110118
2022-11-26 19:18:14.640386239,110118
2022-11-26 19:18:14.742988077,110118
2022-11-26 19:18:14.845590973,110118
2022-11-26 19:18:14.948156118,110118
2022-11-26 19:18:15.050706901,110118
2022-11-26 19:18:15.153284618,110118
2022-11-26 19:18:15.255818204,61192
2022-11-26 19:18:15.360027411,91256
2022-11-26 19:18:15.462582933,100053
2022-11-26 19:18:15.565272751,110148
2022-11-26 19:18:15.667862357,110148
2022-11-26 19:18:15.770499512,110148
2022-11-26 19:18:15.873058245,110148
2022-11-26 19:18:15.975648310,110148
2022-11-26 19:18:16.078223653,110148
2022-11-26 19:18:16.180777713,110148
2022-11-26 19:18:16.283309850,110148
2022-11-26 19:18:16.385898802,110148
2022-11-26 19:18:16.488469086,110148
2022-11-26 19:18:16.590963053,61785
2022-11-26 19:18:16.693444761,91256
2022-11-26 19:18:16.795696075,99250
