Time,Power
2022-11-27 18:44:28.523186104,80658
2022-11-27 18:44:28.625676975,80658
2022-11-27 18:44:28.728180749,80658
2022-11-27 18:44:28.830652439,80658
2022-11-27 18:44:28.933095500,80658
2022-11-27 18:44:29.035646947,80658
2022-11-27 18:44:29.138171115,77154
2022-11-27 18:44:29.240639842,74258
2022-11-27 18:44:29.343134007,73262
2022-11-27 18:44:29.445644162,72793
2022-11-27 18:44:29.548226715,72597
2022-11-27 18:44:29.650755122,78889
2022-11-27 18:44:29.752597248,99159
2022-11-27 18:44:29.854541435,107583
2022-11-27 18:44:29.957315241,107583
2022-11-27 18:44:30.060181928,107583
2022-11-27 18:44:30.163060521,107583
2022-11-27 18:44:30.265867583,107583
2022-11-27 18:44:30.368693100,107583
2022-11-27 18:44:30.471513262,107583
2022-11-27 18:44:30.574335725,107583
2022-11-27 18:44:30.677133320,107583
2022-11-27 18:44:30.779946552,107583
2022-11-27 18:44:30.881807281,61111
2022-11-27 18:44:30.984249787,86243
2022-11-27 18:44:31.086924849,105172
2022-11-27 18:44:31.188892281,105172
2022-11-27 18:44:31.290824619,105172
2022-11-27 18:44:31.392804114,105172
2022-11-27 18:44:31.494678606,105172
2022-11-27 18:44:31.596501897,105172
2022-11-27 18:44:31.698364915,105172
2022-11-27 18:44:31.800213977,105172
2022-11-27 18:44:31.902047359,105172
2022-11-27 18:44:32.003872559,105172
2022-11-27 18:44:32.105643771,60998
2022-11-27 18:44:32.208235113,95636
2022-11-27 18:44:32.310741193,102649
2022-11-27 18:44:32.413332347,111425
2022-11-27 18:44:32.515214371,111425
2022-11-27 18:44:32.617039769,111425
2022-11-27 18:44:32.718905495,111425
2022-11-27 18:44:32.820749205,111425
2022-11-27 18:44:32.922597328,111425
2022-11-27 18:44:33.024420015,111425
2022-11-27 18:44:33.126452525,111425
2022-11-27 18:44:33.228312138,111425
2022-11-27 18:44:33.340332236,61227
2022-11-27 18:44:33.442188237,92945
2022-11-27 18:44:33.544603458,101625
2022-11-27 18:44:33.647301813,108872
2022-11-27 18:44:33.750080141,108872
2022-11-27 18:44:33.851966635,108872
2022-11-27 18:44:33.953859257,108872
2022-11-27 18:44:34.055713500,108872
2022-11-27 18:44:34.157584845,108872
2022-11-27 18:44:34.259497109,108872
2022-11-27 18:44:34.361369428,108872
2022-11-27 18:44:34.463243212,108872
2022-11-27 18:44:34.565072427,108872
2022-11-27 18:44:34.666894875,60246
2022-11-27 18:44:34.768691486,92147
2022-11-27 18:44:34.871133068,100716
2022-11-27 18:44:34.973922076,109418
2022-11-27 18:44:35.075816893,109418
2022-11-27 18:44:35.177788966,109418
2022-11-27 18:44:35.279635111,109418
2022-11-27 18:44:35.381465675,109418
2022-11-27 18:44:35.483305967,109418
2022-11-27 18:44:35.585115602,109418
2022-11-27 18:44:35.686984608,109418
2022-11-27 18:44:35.788835271,109418
2022-11-27 18:44:35.890672247,109418
2022-11-27 18:44:35.992454335,59881
2022-11-27 18:44:36.094283756,91261
2022-11-27 18:44:36.196722839,99262
2022-11-27 18:44:36.299314460,110023
2022-11-27 18:44:36.401220243,110023
2022-11-27 18:44:36.503112320,110023
2022-11-27 18:44:36.604936020,110023
2022-11-27 18:44:36.706782612,110023
2022-11-27 18:44:36.808688928,110023
2022-11-27 18:44:36.910548355,110023
2022-11-27 18:44:37.012383967,110023
2022-11-27 18:44:37.114234882,110023
2022-11-27 18:44:37.216190513,110023
2022-11-27 18:44:37.318008466,59333
2022-11-27 18:44:37.420452422,91320
2022-11-27 18:44:37.522931988,98717
2022-11-27 18:44:37.625513177,109720
2022-11-27 18:44:37.727383818,109720
2022-11-27 18:44:37.829224188,109720
2022-11-27 18:44:37.931089944,109720
2022-11-27 18:44:38.032950052,109720
2022-11-27 18:44:38.134920469,109720
2022-11-27 18:44:38.236745029,109720
2022-11-27 18:44:38.338578918,109720
2022-11-27 18:44:38.440418716,109720
2022-11-27 18:44:38.547046393,59941
2022-11-27 18:44:38.648845989,93604
2022-11-27 18:44:38.751293265,101625
2022-11-27 18:44:38.853890969,109446
2022-11-27 18:44:38.956642986,109446
2022-11-27 18:44:39.058527332,109446
2022-11-27 18:44:39.160433011,109446
2022-11-27 18:44:39.262388833,109446
2022-11-27 18:44:39.364202902,109446
2022-11-27 18:44:39.466042886,109446
2022-11-27 18:44:39.567851303,109446
2022-11-27 18:44:39.669671816,109446
2022-11-27 18:44:39.771457089,109446
2022-11-27 18:44:39.873234793,59881
2022-11-27 18:44:39.975065127,92473
2022-11-27 18:44:40.077477999,101625
2022-11-27 18:44:40.180088046,108872
2022-11-27 18:44:40.281974102,108872
2022-11-27 18:44:40.383835335,108872
2022-11-27 18:44:40.485645683,108872
2022-11-27 18:44:40.587489462,108872
2022-11-27 18:44:40.689301712,108872
2022-11-27 18:44:40.791191991,108872
2022-11-27 18:44:40.893021108,108872
2022-11-27 18:44:40.994888894,108872
2022-11-27 18:44:41.096723814,108872
2022-11-27 18:44:41.198555360,60184
2022-11-27 18:44:41.300387088,91018
2022-11-27 18:44:41.402923531,100110
2022-11-27 18:44:41.505652944,109115
2022-11-27 18:44:41.607686508,109115
2022-11-27 18:44:41.709544716,109115
2022-11-27 18:44:41.811420143,109115
2022-11-27 18:44:41.913241743,109115
2022-11-27 18:44:42.015133453,109115
2022-11-27 18:44:42.117029696,109115
2022-11-27 18:44:42.218944336,109115
2022-11-27 18:44:42.320797846,109115
2022-11-27 18:44:42.422661464,109115
2022-11-27 18:44:42.524436269,60184
2022-11-27 18:44:42.626884057,91077
2022-11-27 18:44:42.729331178,99565
2022-11-27 18:44:42.831928073,110023
2022-11-27 18:44:42.933841775,110023
2022-11-27 18:44:43.035665613,110023
2022-11-27 18:44:43.137480725,110023
2022-11-27 18:44:43.239386444,110023
2022-11-27 18:44:43.341207291,110023
2022-11-27 18:44:43.443070034,110023
2022-11-27 18:44:43.544878966,110023
2022-11-27 18:44:43.646732883,110023
2022-11-27 18:44:43.750397476,60184
2022-11-27 18:44:43.852423708,91018
2022-11-27 18:44:43.954874420,98353
2022-11-27 18:44:44.061247768,109418
2022-11-27 18:44:44.164222546,109418
2022-11-27 18:44:44.267125303,109418
2022-11-27 18:44:44.369965589,109418
2022-11-27 18:44:44.472831426,109418
2022-11-27 18:44:44.575703972,109418
2022-11-27 18:44:44.678546474,109418
2022-11-27 18:44:44.781325228,109418
2022-11-27 18:44:44.884173861,109418
2022-11-27 18:44:44.987026395,109418
2022-11-27 18:44:45.089817462,59881
2022-11-27 18:44:45.192558899,93301
2022-11-27 18:44:45.295342588,101321
2022-11-27 18:44:45.398260108,110325
2022-11-27 18:44:45.501053295,110325
2022-11-27 18:44:45.603884763,110325
2022-11-27 18:44:45.706716110,110325
2022-11-27 18:44:45.809509190,110325
2022-11-27 18:44:45.912339331,110325
2022-11-27 18:44:46.015174277,110325
2022-11-27 18:44:46.118024215,110325
2022-11-27 18:44:46.221010806,110325
2022-11-27 18:44:46.323834136,110325
2022-11-27 18:44:46.426607255,61026
2022-11-27 18:44:46.528928920,91867
2022-11-27 18:44:46.631671289,101262
2022-11-27 18:44:46.734586439,109418
2022-11-27 18:44:46.837382282,109418
2022-11-27 18:44:46.940189233,109418
2022-11-27 18:44:47.043010370,109418
2022-11-27 18:44:47.145839361,109418
2022-11-27 18:44:47.248706736,109418
2022-11-27 18:44:47.351562862,109418
2022-11-27 18:44:47.454382874,109418
2022-11-27 18:44:47.557271047,109418
2022-11-27 18:44:47.660380499,60793
2022-11-27 18:44:47.762256604,89561
2022-11-27 18:44:47.864191690,99286
2022-11-27 18:44:47.972357569,110023
2022-11-27 18:44:48.074908456,110023
2022-11-27 18:44:48.176949754,110023
2022-11-27 18:44:48.278824020,110023
2022-11-27 18:44:48.380643967,110023
2022-11-27 18:44:48.482528316,110023
2022-11-27 18:44:48.584352482,110023
2022-11-27 18:44:48.686209546,110023
2022-11-27 18:44:48.788025542,110023
2022-11-27 18:44:48.889875070,110023
2022-11-27 18:44:48.991655397,60489
2022-11-27 18:44:49.093448652,89924
2022-11-27 18:44:49.195933645,98982
2022-11-27 18:44:49.298582540,109720
2022-11-27 18:44:49.400445671,109720
2022-11-27 18:44:49.502334497,109720
2022-11-27 18:44:49.604152175,109720
2022-11-27 18:44:49.706013230,109720
2022-11-27 18:44:49.807832843,109720
2022-11-27 18:44:49.909642059,109720
2022-11-27 18:44:50.011469394,109720
2022-11-27 18:44:50.113295164,109720
2022-11-27 18:44:50.215290899,109720
2022-11-27 18:44:50.317094358,60184
2022-11-27 18:44:50.419543024,93906
2022-11-27 18:44:50.521995545,102473
2022-11-27 18:44:50.624551554,113228
2022-11-27 18:44:50.726438163,113228
2022-11-27 18:44:50.828262547,113228
2022-11-27 18:44:50.930080321,113228
2022-11-27 18:44:51.031884158,113228
2022-11-27 18:44:51.133730094,113228
2022-11-27 18:44:51.235557993,113228
2022-11-27 18:44:51.337381729,113228
2022-11-27 18:44:51.439246551,113228
2022-11-27 18:44:51.541068457,113228
2022-11-27 18:44:51.642867655,60489
2022-11-27 18:44:51.745286115,91563
2022-11-27 18:44:51.847756067,101321
2022-11-27 18:44:51.950400876,109418
2022-11-27 18:44:52.052266512,109418
2022-11-27 18:44:52.154147941,109418
2022-11-27 18:44:52.256036666,109418
2022-11-27 18:44:52.357911757,109418
2022-11-27 18:44:52.459865575,109418
2022-11-27 18:44:52.561678085,109418
2022-11-27 18:44:52.663534587,109418
2022-11-27 18:44:52.765360396,109418
2022-11-27 18:44:52.867911124,59881
2022-11-27 18:44:52.969919235,90108
2022-11-27 18:44:53.074443500,101019
2022-11-27 18:44:53.183301018,109418
2022-11-27 18:44:53.286149651,109418
2022-11-27 18:44:53.388930965,109418
2022-11-27 18:44:53.491750472,109418
2022-11-27 18:44:53.594586435,109418
