Timestamp,Power
2022-12-10 04:55:38.845045467,136207
2022-12-10 04:55:38.946858436,137263
2022-12-10 04:55:39.048816261,137657
2022-12-10 04:55:39.154397769,138310
2022-12-10 04:55:39.256303343,136662
2022-12-10 04:55:39.358791798,136691
2022-12-10 04:55:39.460673743,135866
2022-12-10 04:55:39.563125058,132987
2022-12-10 04:55:39.664974628,135866
2022-12-10 04:55:39.766865143,130441
2022-12-10 04:55:39.869800047,136046
2022-12-10 04:55:39.971732544,128549
2022-12-10 04:55:40.073571389,136520
2022-12-10 04:55:40.175947739,132686
2022-12-10 04:55:40.278734600,136225
2022-12-10 04:55:40.381231831,136749
2022-12-10 04:55:40.483053398,138936
2022-12-10 04:55:40.584931899,136749
2022-12-10 04:55:40.687079186,104070
2022-12-10 04:55:40.789573308,83053
2022-12-10 04:55:40.892081918,108180
2022-12-10 04:55:40.994609402,125963
2022-12-10 04:55:41.096553282,132702
2022-12-10 04:55:41.199022899,134171
2022-12-10 04:55:41.301993564,137539
2022-12-10 04:55:41.403845812,137884
2022-12-10 04:55:41.506290674,136706
2022-12-10 04:55:41.608806102,138652
2022-12-10 04:55:41.710630864,139011
2022-12-10 04:55:41.813190831,138070
2022-12-10 04:55:41.915754136,136600
2022-12-10 04:55:42.018671629,138070
2022-12-10 04:55:42.121069290,139298
2022-12-10 04:55:42.222958851,136821
2022-12-10 04:55:42.325833212,137589
2022-12-10 04:55:42.428300613,138709
2022-12-10 04:55:42.531202716,139541
2022-12-10 04:55:42.634251823,137776
2022-12-10 04:55:42.736781167,138070
2022-12-10 04:55:42.838668479,138659
2022-12-10 04:55:42.941208244,138659
2022-12-10 04:55:43.043822615,136650
2022-12-10 04:55:43.146313378,137533
2022-12-10 04:55:43.248913810,139004
2022-12-10 04:55:43.350772204,138954
2022-12-10 04:55:43.453312312,137483
2022-12-10 04:55:43.555867394,138659
2022-12-10 04:55:43.657723628,138954
2022-12-10 04:55:43.759600812,136476
2022-12-10 04:55:43.862550772,136950
2022-12-10 04:55:43.967796435,138594
2022-12-10 04:55:44.070248896,137295
2022-12-10 04:55:44.173226846,137834
2022-12-10 04:55:44.275725909,128269
2022-12-10 04:55:44.378193817,93123
2022-12-10 04:55:44.480146592,78605
2022-12-10 04:55:44.582583053,73149
2022-12-10 04:55:44.685082698,74748
2022-12-10 04:55:44.788025705,86068
2022-12-10 04:55:44.890815025,87715
2022-12-10 04:55:44.993659560,88129
2022-12-10 04:55:45.096558856,96811
2022-12-10 04:55:45.199386491,99754
2022-12-10 04:55:45.302269249,105808
2022-12-10 04:55:45.405194264,110898
